state,state_fips,variable,sex,age_group,num_chronic,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Puerto Rico,NA,Per Capita Spending-Actual ($),females, 65 Years and Over,6+,10347.9024,11086.2301,10901.8187,10375.2324,10249.727,9809.4547,9663.5881,10744.6932,10741.3841,10332.1464,10629.7035
Puerto Rico,NA,Per Capita Spending-Standardized ($),females, 65 Years and Over,0 to 1,1273.5097,1244.8643,1262.5838,1129.4985,1028.5948,1053.8651,1012.5057,1060.8415,1171.4563,1166.1738,1003.6466
Puerto Rico,NA,Per Capita Spending-Standardized ($),females, 65 Years and Over,2 to 3,3495.7637,3576.2131,3458.7095,3330.7913,3292.6148,3342.386,3376.0139,3437.9033,3416.1004,3581.4104,3469.7014
Puerto Rico,NA,Per Capita Spending-Standardized ($),females, 65 Years and Over,4 to 5,6198.7209,6310.6508,6423.982,6054.9882,5773.7462,5515.9759,5821.7333,5571.0679,5755.1988,5848.6995,5691.3875
Puerto Rico,NA,Per Capita Spending-Standardized ($),females, 65 Years and Over,6+,13774.9777,14682.8335,14577.98,13611.3941,13147.7318,12817.3836,12582.5885,12738.8302,12968.067,12328.8386,12170.4727
Puerto Rico,NA,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,0 to 1,124.5347,126.8806,118.3198,115.2106,116.3538,108.5954,112.623,126.9289,117.392,130.2968,125.1523
Puerto Rico,NA,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,2 to 3,311.0845,309.3768,292.2344,290.2198,303.812,308.7524,296.3132,357.2269,303.6514,318.5568,348.5126
Puerto Rico,NA,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,4 to 5,552.0538,516.2877,491.8456,483.7371,488.2895,489.6894,501.0389,541.9786,495.9441,497.2563,522.6981
Puerto Rico,NA,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,6+,1252.7377,1191.2799,1068.4088,1080.158,1072.9742,1083.932,1065.1547,1184.5222,1094.4927,1113.2543,1159.1422
Puerto Rico,NA,Hospital Readmissions-Percentage (%),females, 65 Years and Over,0 to 1,8.98,7.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puerto Rico,NA,Hospital Readmissions-Percentage (%),females, 65 Years and Over,2 to 3,9.7,8.44,8.99,7.44,7.95,7.72,4.53,8.73,8.7,7.34,9.85
Puerto Rico,NA,Hospital Readmissions-Percentage (%),females, 65 Years and Over,4 to 5,12.17,12.53,12.5,11.27,10.45,10.53,10.01,10.23,11.44,11.07,11.24
Puerto Rico,NA,Hospital Readmissions-Percentage (%),females, 65 Years and Over,6+,21.8,21.67,21.36,20.65,20.74,20.01,20.09,19.77,18.93,18.86,20.17
Rhode Island,44,Per Capita Spending-Actual ($),females, Less than 65 Years,0 to 1,2118.3163,2416.9015,2496.3909,2549.1755,2370.257,2595.1572,2754.0284,2898.9838,3061.4818,2809.7554,2267.7186
Rhode Island,44,Per Capita Spending-Actual ($),females, Less than 65 Years,2 to 3,6167.6091,6693.2648,6641.9118,7109.8248,6783.7315,7635.4301,7244.5518,7530.2023,7697.1748,8334.3965,7958.9784
Rhode Island,44,Per Capita Spending-Actual ($),females, Less than 65 Years,4 to 5,12803.8565,12832.8421,13147.4568,13534.1375,13409.8475,13928.3341,14558.2594,14729.9084,13577.634,13612.848,14580.4373
Rhode Island,44,Per Capita Spending-Actual ($),females, Less than 65 Years,6+,33138.0916,34681.3273,37307.4053,37149.2711,37271.3118,34684.3747,35243.5501,37673.5699,38204.7849,34733.6767,37189.539
Rhode Island,44,Per Capita Spending-Standardized ($),females, Less than 65 Years,0 to 1,2077.5054,2368.6228,2372.9775,2399.5465,2277.7301,2505.1738,2606.5524,2593.49,2751.4446,2564.3611,2218.37
Rhode Island,44,Per Capita Spending-Standardized ($),females, Less than 65 Years,2 to 3,5788.8226,6333.6346,6180.4245,6477.7353,6183.5841,7001.9904,6690.6208,6657.1377,6928.8346,7442.0979,7464.4919
Rhode Island,44,Per Capita Spending-Standardized ($),females, Less than 65 Years,4 to 5,11653.7375,11784.8999,11656.58,12017.4284,12046.51,12545.3856,12993.2606,12788.5294,11979.5315,11942.7796,12826.4808
Rhode Island,44,Per Capita Spending-Standardized ($),females, Less than 65 Years,6+,28798.7751,30645.7519,32025.3102,31834.6505,32234.7191,30614.8582,30412.2047,32117.6762,32266.2749,29320.5939,32105.7687
Rhode Island,44,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,0 to 1,546.509,563.6574,556.6305,518.6216,546.7991,577.9621,568.5076,546.6382,573.4355,457.1798,339.6814
Rhode Island,44,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,2 to 3,1122.7781,1153.626,1096.0024,1077.6294,1096.4588,1176.0473,1155.8634,1163.2955,1020.4769,986.6071,886.0104
Rhode Island,44,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,4 to 5,1762.8049,1835.8124,1718.7329,1767.8139,1735.9551,1731.1446,1714.8954,1689.8575,1758.0508,1722.3958,1482.5119
Rhode Island,44,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,6+,4213.4689,3852.9742,3949.8495,3931.5068,3932.6032,4345.1693,4288.9408,3917.0338,3856.0362,3733.388,3299.2519
Rhode Island,44,Hospital Readmissions-Percentage (%),females, Less than 65 Years,0 to 1,8.19,8.21,8.88,10.57,9.42,7.59,4.84,NA,10.92,NA,NA
Rhode Island,44,Hospital Readmissions-Percentage (%),females, Less than 65 Years,2 to 3,11.81,13.74,14.02,13.64,11.46,14.26,13.26,12.22,15.42,13.89,10.38
Rhode Island,44,Hospital Readmissions-Percentage (%),females, Less than 65 Years,4 to 5,18.61,18.76,18.42,15.69,14.86,16.19,16.81,15.43,16.53,16.5,20.55
Rhode Island,44,Hospital Readmissions-Percentage (%),females, Less than 65 Years,6+,32.15,31.55,30.6,30.17,27.42,29.24,27.9,28.46,31.57,29.36,26.42
Rhode Island,44,Per Capita Spending-Actual ($),females, 65 Years and Over,0 to 1,1723.3507,1825.015,1883.7888,1962.9185,2040.5103,2030.9262,2133.7467,2029.7926,2109.4493,2202.4874,2155.2656
Rhode Island,44,Per Capita Spending-Actual ($),females, 65 Years and Over,2 to 3,4503.5933000000005,4614.1196,4971.6956,4944.1118,4908.318,5059.6448,4971.0231,5196.5559,5061.9702,5360.0556,5725.4419
Rhode Island,44,Per Capita Spending-Actual ($),females, 65 Years and Over,4 to 5,9892.3564,10273.0983,11003.9475,10896.9674,10707.6477,10351.8474,10417.9003,10442.0554,10565.3026,10613.1892,11224.937
Rhode Island,44,Per Capita Spending-Actual ($),females, 65 Years and Over,6+,27021.5798,28243.0044,29395.8168,30897.2823,31059.6553,30374.7065,30380.0543,30557.8552,30302.1317,30026.5647,31244.1541
Rhode Island,44,Per Capita Spending-Standardized ($),females, 65 Years and Over,0 to 1,1651.0983,1748.0464,1769.6356,1856.6144,1920.8484,1902.0004,2035.6094,1895.6789,1994.8358,2081.3301,2037.5181
Rhode Island,44,Per Capita Spending-Standardized ($),females, 65 Years and Over,2 to 3,4204.4628,4308.2337,4568.6622,4544.3408,4503.6226,4707.7996,4640.4367,4735.0822,4667.6842,4924.2771,5240.9501
Rhode Island,44,Per Capita Spending-Standardized ($),females, 65 Years and Over,4 to 5,9017.8894,9374.9066,9878.0941,9770.6735,9623.7233,9413.1076,9424.8437,9303.4481,9447.3823,9476.6911,10068.0534
Rhode Island,44,Per Capita Spending-Standardized ($),females, 65 Years and Over,6+,23963.795,25364.9685,25909.3869,27018.3357,27175.7113,26916.2265,26671.4231,26444.4155,26243.9211,25975.9169,27227.3744
Rhode Island,44,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,0 to 1,142.6331,142.2602,142.9299,140.0142,134.3212,130.6845,134.2505,132.0973,133.1423,120.8323,124.1428
Rhode Island,44,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,2 to 3,328.2564,321.9846,309.8935,315.4122,301.2657,308.819,311.4277,309.9823,305.3749,303.013,319.3838
Rhode Island,44,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,4 to 5,731.9506,712.1492,701.198,671.9953,666.5813,687.8049,675.1648,676.0856,649.0763,645.7578,662.196
Rhode Island,44,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,6+,1979.1323,1947.8596,1861.1829,1939.4102,1960.9501,1973.3399,1941.361,1956.4433,1920.2676,1878.4597,1895.4522
Rhode Island,44,Hospital Readmissions-Percentage (%),females, 65 Years and Over,0 to 1,8.09,6.13,NA,6.9,7.21,6.47,6.45,NA,6.67,5.56,7.46
Rhode Island,44,Hospital Readmissions-Percentage (%),females, 65 Years and Over,2 to 3,7.31,7.08,6.83,6.75,7.3,5.9,6.64,5.94,5.81,4.8,4.92
Rhode Island,44,Hospital Readmissions-Percentage (%),females, 65 Years and Over,4 to 5,11.39,13.09,12.29,10.69,10.02,9.73,9.27,8.24,8.42,8.32,8.97
Rhode Island,44,Hospital Readmissions-Percentage (%),females, 65 Years and Over,6+,24.72,24.37,23.41,23.72,23.54,22.4,20.35,21.28,21.18,20.68,20.75
South Carolina,45,Per Capita Spending-Actual ($),females, Less than 65 Years,0 to 1,2220.7478,2407.4796,2542.9867,2542.4175,2496.3523,2508.1859,2499.8063,2535.9501,2735.2805,2649.3822,2696.6217
South Carolina,45,Per Capita Spending-Actual ($),females, Less than 65 Years,2 to 3,6114.1769,6714.4522,6796.5651,6730.155,6684.5977,6953.263,6881.8854,7132.6072,6991.2065,6921.9128,7408.4557
South Carolina,45,Per Capita Spending-Actual ($),females, Less than 65 Years,4 to 5,13266.6484,13933.0333,13752.4977,14036.3664,13082.2045,13357.3978,13367.5525,13739.4269,13400.1697,12968.8325,13345.1488
South Carolina,45,Per Capita Spending-Actual ($),females, Less than 65 Years,6+,30728.2685,32423.6869,34175.2162,35390.8405,36077.0858,35403.1284,35831.0884,36304.8879,35257.4043,33523.6058,34325.9371
South Carolina,45,Per Capita Spending-Standardized ($),females, Less than 65 Years,0 to 1,2341.414,2550.184,2659.8708,2644.6737,2597.8475,2665.525,2699.7527,2644.9214,2891.1,2865.0538,2971.7879
South Carolina,45,Per Capita Spending-Standardized ($),females, Less than 65 Years,2 to 3,6305.1287,6936.981,6939.3932,6867.3035,6886.1336,7279.0734,7272.9241,7319.9655,7320.9723,7319.0548,7837.6747
South Carolina,45,Per Capita Spending-Standardized ($),females, Less than 65 Years,4 to 5,13277.3813,14044.4775,13711.9405,13940.2664,13161.5772,13639.6028,13749.803,13953.5111,13845.3248,13437.9158,13820.6558
South Carolina,45,Per Capita Spending-Standardized ($),females, Less than 65 Years,6+,30203.5786,31976.2336,33161.7775,35636.4094,35190.4514,35314.9534,35937.128,35974.2308,35553.3037,33943.4812,34684.7853
South Carolina,45,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,0 to 1,523.1647,531.7409,544.2702,541.2378,543.4132,576.0556,560.5016,559.413,575.7351,569.0186,555.2315
South Carolina,45,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,2 to 3,951.854,995.2793,1001.4674,1023.4383,1047.3316,1104.1215,1059.1947,1084.1329,1086.5993,1079.5912,1064.209
South Carolina,45,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,4 to 5,1575.0158,1581.5502,1515.3338,1546.3679,1592.9169,1666.0524,1634.6773,1713.4339,1678.487,1609.5188,1608.9349
South Carolina,45,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,6+,3355.4412,3389.0956,3365.659,3409.6386,3475.5696,3540.2266,3617.8682,3649.2841,3577.732,3600.1832,3578.6539
South Carolina,45,Hospital Readmissions-Percentage (%),females, Less than 65 Years,0 to 1,11.38,11.66,12.6,10.42,10.43,11.26,12.31,8.08,9.25,8.85,8.51
South Carolina,45,Hospital Readmissions-Percentage (%),females, Less than 65 Years,2 to 3,13.95,13.81,14,13.98,12.36,12.55,14.02,13.29,11.28,10.56,11.31
South Carolina,45,Hospital Readmissions-Percentage (%),females, Less than 65 Years,4 to 5,17.46,17.19,15.09,16.17,16.65,15.24,15.16,15.16,16.2,14.88,15.28
South Carolina,45,Hospital Readmissions-Percentage (%),females, Less than 65 Years,6+,26.85,27.32,27.15,26.28,27.65,27.6,26.83,27.45,26.93,28.34,28.32
South Carolina,45,Per Capita Spending-Actual ($),females, 65 Years and Over,0 to 1,1783.7641,1900.219,1932.7518,1978.331,1942.6942,2025.8533,2038.7772,2036.5744,2123.6065,2107.9567,2187.822
South Carolina,45,Per Capita Spending-Actual ($),females, 65 Years and Over,2 to 3,4481.3084,4580.4395,4653.4275,4771.5291,4646.6491,4732.4033,4699.0038,4761,4827.6706,4842.0522,5111.5423
South Carolina,45,Per Capita Spending-Actual ($),females, 65 Years and Over,4 to 5,10282.3419,10509.5857,10685.2076,10870.5968,10218.3749,10102.0328,10000.66,9982.1539,9813.7659,9654.7451,10011.7265
South Carolina,45,Per Capita Spending-Actual ($),females, 65 Years and Over,6+,26435.4452,27020.422,28199.7919,28517.7009,28756.4063,28115.9933,27981.1318,28071.0131,27297.414,26566.7163,26880.0729
South Carolina,45,Per Capita Spending-Standardized ($),females, 65 Years and Over,0 to 1,1880.1373,2003.9954,2017.7665,2050.3704,2027.6396,2147.0854,2209.2858,2132.707,2252.7597,2230.7923,2316.4124
South Carolina,45,Per Capita Spending-Standardized ($),females, 65 Years and Over,2 to 3,4617.8473,4730.6832,4769.0674,4866.3885,4756.4174,4924.2731,4964.4534,4900.2914,5045.1509,5044.3004,5321.3433000000005
South Carolina,45,Per Capita Spending-Standardized ($),females, 65 Years and Over,4 to 5,10380.7422,10656.9103,10742.0762,10927.7476,10283.389,10333.2958,10345.5664,10143.2543,10129.3253,9948.3188,10285.9148
South Carolina,45,Per Capita Spending-Standardized ($),females, 65 Years and Over,6+,26372.1158,27044.2974,28013.5828,28527.7873,28556.3617,28328.5431,28457.1282,28180.1405,27837.8627,27097.8666,27305.4396
South Carolina,45,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,0 to 1,128.3219,124.5045,121.6455,120.4663,121.1016,124.7566,118.642,122.661,127.0601,128.1399,130.5358
South Carolina,45,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,2 to 3,314.7001,310.1484,297.8597,301.7774,295.8409,302.9172,298.4139,301.0832,306.271,311.9719,315.018
South Carolina,45,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,4 to 5,720.3088,697.1194,688.8434,690.0548,672.6069,676.371,660.9003,662.4889,658.3767,654.3786,662.5788
South Carolina,45,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,6+,1841.8201,1835.3165,1821.983,1819.8054,1832.1768,1854.8759,1829.1039,1846.9117,1856.7586,1802.5027,1825.2383
South Carolina,45,Hospital Readmissions-Percentage (%),females, 65 Years and Over,0 to 1,4.49,5.4,6.14,3.63,5.59,4.75,4.54,5.12,3.79,4.3,4.17
South Carolina,45,Hospital Readmissions-Percentage (%),females, 65 Years and Over,2 to 3,7.33,6.27,6.78,6.73,6.4,5.51,5.39,5.74,5.56,5.64,5.01
South Carolina,45,Hospital Readmissions-Percentage (%),females, 65 Years and Over,4 to 5,11.8,11.3,10.76,10.48,9.66,9.34,9.32,8.66,8.83,8.64,8.23
South Carolina,45,Hospital Readmissions-Percentage (%),females, 65 Years and Over,6+,22.88,22.73,22.46,21.94,21.35,20.89,20.22,20.91,19.99,19.95,20.09
South Dakota,46,Per Capita Spending-Actual ($),females, Less than 65 Years,0 to 1,2273.5965,2395.2666,2574.5747,2678.755,2695.6753,3213.7269,3046.0132,2943.3657,2842.8508,3093.8374,3448.2951
South Dakota,46,Per Capita Spending-Actual ($),females, Less than 65 Years,2 to 3,7384.6491,7417.7394,8039.1065,7977.0209,8535.9681,8247.0483,8313.1272,8881.6286,9340.055,9426.2879,9285.3492
South Dakota,46,Per Capita Spending-Actual ($),females, Less than 65 Years,4 to 5,14679.4672,15803.2568,16848.8225,16902.0191,18203.6413,16672.5546,16376.0701,17166.2609,18240.757,17891.8168,18658.3786
South Dakota,46,Per Capita Spending-Actual ($),females, Less than 65 Years,6+,34931.884,36467.6278,40909.5923,40354.7714,41712.6876,39506.266,39638.9226,38794.0793,39075.9316,39113.6653,41114.8624
South Dakota,46,Per Capita Spending-Standardized ($),females, Less than 65 Years,0 to 1,2421.617,2527.9532,2667.1799,2757.2279,2660.9632,3174.2342,2997.4291,2915.155,2875.3675,3127.8968,3463.1657
South Dakota,46,Per Capita Spending-Standardized ($),females, Less than 65 Years,2 to 3,7684.9559,7735.342,8103.1544,7984.1669,8155.0988,8027.7126,8137.4997,8551.5944,9154.4487,9103.0414,9147.9479
South Dakota,46,Per Capita Spending-Standardized ($),females, Less than 65 Years,4 to 5,15028.406,16072.2882,16526.4591,16442.5395,16861.2268,15674.5978,15721.647,16451.9489,17370.5747,17160.485,17783.3678
South Dakota,46,Per Capita Spending-Standardized ($),females, Less than 65 Years,6+,35343.8024,36214.766,39962.4911,38988.1269,37554.0171,36200.3792,36492.3465,36609.6757,37194.9611,36853.1688,38857.403
South Dakota,46,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,0 to 1,398.0415,396.6111,417.7622,397.7567,437.5522,459.3315,415.8526,400.6753,406.9391,411.0467,408.6523
South Dakota,46,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,2 to 3,1056.6135,956.8966,952.4038,970.7294,996.2687,1076.1817,1019.7802,1002.2553,961.086,952.1839,1000.9479
South Dakota,46,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,4 to 5,1481.8068,1447.4886,1538.5428,1686.1167,1746.5887,1673.8519,1713.1072,1608.6957,1563.9967,1557.8947,1707.1601
South Dakota,46,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,6+,2607.8947,2916.8831,2993.1973,2886.9048,3230.6273,3004.8232,3106.2215,2921.3793,3160.4775,3196.3636,3231.6927
South Dakota,46,Hospital Readmissions-Percentage (%),females, Less than 65 Years,0 to 1,11.07,8.5,13.53,8.33,NA,NA,12.5,NA,9.14,NA,NA
South Dakota,46,Hospital Readmissions-Percentage (%),females, Less than 65 Years,2 to 3,12.65,12.97,13.4,16.23,16.31,12.15,9.92,9.27,9.68,13.81,12.18
South Dakota,46,Hospital Readmissions-Percentage (%),females, Less than 65 Years,4 to 5,15.97,15.21,17.85,19.05,16.76,17.05,15.56,14.97,13.76,16.23,19.14
South Dakota,46,Hospital Readmissions-Percentage (%),females, Less than 65 Years,6+,24.6,27.54,28.96,27.8,27.64,24.76,25.46,25.21,25.63,26.04,27.77
South Dakota,46,Per Capita Spending-Actual ($),females, 65 Years and Over,0 to 1,1586.3231,1667.218,1782.6918,1851.9343,1984.2168,2045.4512,1922.6036,1999.1705,2054.0566,2157.3183,2268.379
South Dakota,46,Per Capita Spending-Actual ($),females, 65 Years and Over,2 to 3,4805.3012,5001.9829,5078.6881,5159.8008,5297.695,5420.012,5418.0911,5720.5048,5823.1138,6080.204,6239.0501
South Dakota,46,Per Capita Spending-Actual ($),females, 65 Years and Over,4 to 5,10962.4155,10934.3013,11204.0239,11509.063,11894.7677,11512.1479,11412.8277,11603.2203,11734.9301,11819.6633,12407.9004
South Dakota,46,Per Capita Spending-Actual ($),females, 65 Years and Over,6+,23911.7119,24762.8856,26052.7274,27197.4766,28014.2534,27239.8348,27324.0647,27006.8675,27272.1954,26718.0743,27829.3176
South Dakota,46,Per Capita Spending-Standardized ($),females, 65 Years and Over,0 to 1,1694.9061,1764.8216,1868.7334,1914.2056,1943.5133,2007.9801,1906.3068,1965.7973,2031.928,2140.6343,2257.1297
South Dakota,46,Per Capita Spending-Standardized ($),females, 65 Years and Over,2 to 3,5046.3286,5219.8501,5227.295,5251.2129,5095.8649,5223.1719,5273.4899,5531.7042,5676.9644,5925.3451,6111.3878
South Dakota,46,Per Capita Spending-Standardized ($),females, 65 Years and Over,4 to 5,11383.7545,11319.7049,11435.7633,11598.5155,11266.9248,10994.631,10973.8325,11200.2192,11303.8958,11445.8784,11996.7128
South Dakota,46,Per Capita Spending-Standardized ($),females, 65 Years and Over,6+,24797.8432,25532.0888,26280.9085,27095.2969,26132.5927,25705.0595,25975.0295,25845.7042,26159.6494,25517.2483,26488.4181
South Dakota,46,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,0 to 1,119.0436,121.9198,119.0671,126.4238,131.6173,140.9334,116.436,120.2777,124.4345,120.0636,125.1436
South Dakota,46,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,2 to 3,332.9191,339.3833,330.3665,312.1335,334.6602,340.1906,309.1972,325.201,322.6915,325.6535,331.0777
South Dakota,46,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,4 to 5,736.4408,700.4298,710.7317,708.9832,682.118,715.1466,644.8453,648.0718,645.0889,665.7202,690.7464
South Dakota,46,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,6+,1588.6525,1570.0555,1558.281,1559.6548,1586.3736,1601.7161,1573.7145,1530.282,1584.0825,1536.7473,1596.1344
South Dakota,46,Hospital Readmissions-Percentage (%),females, 65 Years and Over,0 to 1,5.83,5.84,5.09,3.63,6.02,4.44,4.94,3.22,5.13,5.11,3.19
South Dakota,46,Hospital Readmissions-Percentage (%),females, 65 Years and Over,2 to 3,7.73,7.62,7.73,7.23,7.33,6.37,4.73,5.88,5.4,5.84,6.42
South Dakota,46,Hospital Readmissions-Percentage (%),females, 65 Years and Over,4 to 5,12.66,12.05,11.76,11.94,10.31,9.64,8.87,8.77,7.27,8.94,9.85
South Dakota,46,Hospital Readmissions-Percentage (%),females, 65 Years and Over,6+,22.08,22.12,21.23,22.04,20.33,18.98,18.63,19.55,17.91,19.48,19.33
Tennessee,47,Per Capita Spending-Actual ($),females, Less than 65 Years,0 to 1,2053.4577,2267.6422,2247.1545,2268.5681,2232.7436,2532.4887,2519.0135,2590.7925,2533.7553,2507.2861,2512.0999
Tennessee,47,Per Capita Spending-Actual ($),females, Less than 65 Years,2 to 3,5908.848,5954.7309,6303.5189,6209.1922,6120.9022,6364.5846,6429.0877,6382.9524,6409.1861,6369.1672,6661.6223
Tennessee,47,Per Capita Spending-Actual ($),females, Less than 65 Years,4 to 5,11430.2297,11760.1844,11907.3893,12074.7713,11668.6105,11943.9678,11718.9475,12280.1131,11693.3356,11265.709,11397.8085
Tennessee,47,Per Capita Spending-Actual ($),females, Less than 65 Years,6+,28018.0468,28750.4335,30689.8889,31675.2122,31801.3349,31520.9992,31544.5955,31894.0437,30375.3851,29619.6196,29960.1211
Tennessee,47,Per Capita Spending-Standardized ($),females, Less than 65 Years,0 to 1,2243.2589,2459.6736,2454.9863,2456.1828,2429.7879,2777.8215,2830.5067,2762.2801,2793.3109,2822.9072,2847.6511
Tennessee,47,Per Capita Spending-Standardized ($),females, Less than 65 Years,2 to 3,6285.9049,6328.3263,6683.4802,6543.4413,6548.79,6900.4023,7121.2429,6768.8723,6951.7743,7033.5505,7337.1153
Tennessee,47,Per Capita Spending-Standardized ($),females, Less than 65 Years,4 to 5,11790.4286,12216.3635,12360.362,12459.3944,12224.0918,12702.8265,12764.1333,12887.613,12564.2416,12141.452,12234.6071
Tennessee,47,Per Capita Spending-Standardized ($),females, Less than 65 Years,6+,28354.9315,29316.4844,31345.2751,32096.0592,32585.948,32761.225,33503.5144,33003.2318,32127.9027,31223.408,31520.302
Tennessee,47,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,0 to 1,491.8483,526.8083,517.4671,499.4043,502.5793,523.4393,505.5389,507.2955,487.9487,492.7094,460.2608
Tennessee,47,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,2 to 3,1039.6966,996.2064,1022.5763,991.1284,983.8237,1027.14,962.933,984.7982,961.4785,934.6213,910.1084
Tennessee,47,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,4 to 5,1669.768,1662.5137,1642.2218,1573.5321,1612.7487,1665.7252,1565.0721,1567.1672,1568.7806,1454.3689,1371.895
Tennessee,47,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,6+,3511.0483,3524.0486,3529.8816,3534.0309,3513.2153,3501.2985,3519.7486,3607.1735,3466.5127,3405.5907,3317.2445
Tennessee,47,Hospital Readmissions-Percentage (%),females, Less than 65 Years,0 to 1,8.49,8.07,10.88,7.53,7.9,8.05,7.45,7.29,7.73,8.38,5.8
Tennessee,47,Hospital Readmissions-Percentage (%),females, Less than 65 Years,2 to 3,12.48,12.12,12.59,11.96,10.39,12.18,11.89,11.88,10.71,11.45,10.98
Tennessee,47,Hospital Readmissions-Percentage (%),females, Less than 65 Years,4 to 5,16.08,16,16.26,15.96,15.19,14.96,14.78,15.79,15.19,15.7,15.84
Tennessee,47,Hospital Readmissions-Percentage (%),females, Less than 65 Years,6+,28.88,29.51,28.82,29.8,28.46,27.12,28.33,27.97,27.93,27.83,27.98
Tennessee,47,Per Capita Spending-Actual ($),females, 65 Years and Over,0 to 1,1600.7235,1612.3041,1659.9301,1758.5234,1760.7545,1795.4116,1812.3762,1867.0622,1905.6563,1924.4949,1965.0582
Tennessee,47,Per Capita Spending-Actual ($),females, 65 Years and Over,2 to 3,4497.4165,4465.1854,4570.5785,4686.019,4526.2872,4580.218,4499.7708,4670.8448,4738.1709,4815.3592,4955.5389
Tennessee,47,Per Capita Spending-Actual ($),females, 65 Years and Over,4 to 5,10412.6947,10435.4327,10578.7887,10685.8244,10175.4694,10055.9274,9627.6276,9689.7606,9541.7046,9359.0564,9582.7594
Tennessee,47,Per Capita Spending-Actual ($),females, 65 Years and Over,6+,26905.4202,27853.688,28757.4661,29200.7127,29160.3017,28060.9106,27469.3843,27355.0212,26815.3042,26184.4887,26607.7731
Tennessee,47,Per Capita Spending-Standardized ($),females, 65 Years and Over,0 to 1,1715.8483,1730.7077,1777.8852,1855.329,1871.2678,1939.2144,1990.0568,2004.3705,2072.6741,2077.7449,2134.2744
Tennessee,47,Per Capita Spending-Standardized ($),females, 65 Years and Over,2 to 3,4729.9162,4713.5032,4822.8096,4896.852,4757.9025,4881.0136,4888.4756,4954.7413,5095.8794,5160.3606,5301.4659
Tennessee,47,Per Capita Spending-Standardized ($),females, 65 Years and Over,4 to 5,10833.0468,10909.5771,11108.6483,11150.9492,10640.1669,10648.4316,10425.9811,10275.9212,10240.533,10003.7033,10221.2276
Tennessee,47,Per Capita Spending-Standardized ($),females, 65 Years and Over,6+,27894.3672,29065.0213,30140.2962,30438.8684,30398.0979,29614.8358,29588.1015,29128.3415,28875.7487,28094.6347,28407.787
Tennessee,47,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,0 to 1,135.8636,133.7195,127.7723,126.3589,125.0775,127.6815,125.5546,129.229,127.1416,123.1067,124.422
Tennessee,47,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,2 to 3,347.8929,340.6442,327.7842,320.9208,322.8966,325.6379,316.8472,323.7562,323.3433,322.7359,321.4093
Tennessee,47,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,4 to 5,779.6563,759.7798,722.8118,721.9458,704.5617,712.2825,688.9743,690.2604,672.2485,649.3232,655.4911
Tennessee,47,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,6+,1990.4167,1990.0135,1958.7686,1940.2756,1939.9121,1942.0391,1911.827,1933.4493,1930.3514,1855.0844,1824.99
Tennessee,47,Hospital Readmissions-Percentage (%),females, 65 Years and Over,0 to 1,5.58,5.22,5.2,4.68,5.8,5.39,4.79,4.82,4,3.66,4.29
Tennessee,47,Hospital Readmissions-Percentage (%),females, 65 Years and Over,2 to 3,7.93,7.17,7.6,7.04,6.59,6.4,6.13,6.02,5.54,5.7,5.71
